Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes,Year,Month,year_month,expected_n,expected_p,expected_k,max_moisture_pct,typical_adulterants,dev_n,dev_p,dev_k,excess_moisture,Chemical_Deviation_Score,Quality_Score,Adulterant_Type,Benchmark_Price_LKR_kg,Price_Diff_From_Benchmark,Price_Deviation_Pct,Price_Arbitrage_Flag,Cultivated_Extent_ha,Estimated_Regional_Demand_MT,monthly_rainfall_mm,avg_temperature_c,Provincial_Center_Lat,Provincial_Center_Lon,Primary_Agro_Zone,Estimated_Yield_Loss_Pct,Estimated_Economic_Loss_LKR_per_ha,NLP_Risk_Score,NLP_Risk_Category,Total_Active_NPK,Estimated_Inert_Filler,Ratio_N_to_P,Ratio_N_to_K,Moisture_Volatilization_Interaction,Cost_per_Gram_Active_Nutrient,Moisture_Cost_Waste_LKR_kg
AGR-56829,BT24-2524,2023-12-05,Maha,Southern Province,Galle Agrochemical Stores,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,502.0,240.48,120720.96,100,15.5,15.5,15.0,Sulfur: 18.9 g/100g | Boron: 14.4 g/kg,0.9,Yes,Expired stock — discounted,2023,12,2023-12,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03333333333333333,0.03333333333333333,0.0,0.0,6.67,90.0,Standard_Pure,255.0,-14.52,-5.69,0,68000,10200.0,390.7,25.738709677419354,6.050433333333333,80.6324,Dry Zone,0.0,0.0,0.8,High_Risk,46.0,53.1,1.0,1.03,0.03,0.523,0.0
AGR-58478,BT24-2835B,2023-12-08,Maha,Eastern Province,CIC Agri Businesses,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,12.0,198.64,2383.68,100,0.0,0.0,57.6,Chlorine: 1.05 %,2.6,Yes,Imported directly,2023,12,2023-12,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.03999999999999997,0.6000000000000001,16.0,71.2,Substandard_Blend,195.0,3.64,1.87,0,132000,8712.0,413.4,26.17419354838709,7.869866666666667,81.52076666666666,Dry Zone,9.5,52440.0,0.1,Low_Risk,57.6,39.8,0.0,0.0,0.0,0.345,1.19
AGR-29615,BT24-3527,2024-05-07,Off-Season,Sabaragamuwa Province,Hayleys Agriculture Holdings,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,8.0,226.07,1808.56,100,0.18,0.0,59.2,Chlorine: 24.6 g/100g,2.0,Yes,Expired stock — discounted,2024,5,2024-05,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.013333333333333286,0.0,1.33,98.0,Standard_Pure,175.0,51.07,29.18,0,10850,716.1,730.2,26.961290322580645,6.96705,80.37505,Wet Zone,0.0,0.0,0.8,High_Risk,59.38,38.62,1.8,0.0,0.0,0.381,0.0
AGR-74975,MF23-9556C,2022-05-13,Yala,Western Province,Colombo Pesticide Warehouse,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,10.0,49.25,492.5,100,0.07,0.23,0.0,Calcium: 10.0 g/100g | Magnesium: 7.2 g/kg,2.9,Yes,,2022,5,2022-05,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.3999999999999999,8.0,84.8,Substandard_Blend,45.0,4.25,9.44,0,19000,4512.5,592.6,26.86774193548387,6.8655,79.9386,Wet Zone,5.0,27600.0,0.1,Normal,0.30000000000000004,96.8,0.3,0.7,0.0,9.85,0.2
AGR-38270,LT23-9451C,2022-09-21,Maha,Uva Province,Galle Agrochemical Stores,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,12.0,110.0,1320.0,100,46.0,0.0,0.0,Not Detected,0.7,Yes,,2022,9,2022-09,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,180.0,-70.0,-38.89,0,55000,15468.75,86.1,23.84333333333333,6.9331,81.20285000000001,Intermediate Zone,0.0,0.0,0.1,Normal,46.0,53.3,460.0,460.0,0.0,0.239,0.0
AGR-74059,CR23-5507,2024-01-16,Maha,North Central Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,10.0,170.16,1701.6,100,0.0,45.2,0.0,Calcium: 0.95 %,1.8,Yes,Opened bag — partial quantity,2024,1,2024-01,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.017391304347826025,0.0,0.0,1.74,97.4,Standard_Pure,145.0,25.16,17.35,0,145000,9171.25,134.2,25.18387096774193,8.12585,80.71125,Dry Zone,0.0,0.0,0.8,High_Risk,45.2,53.0,0.0,0.0,0.0,0.376,0.0
AGR-77085,AG22-4369,2022-10-27,Maha,North Western Province,Matara Farm Solutions,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,25.0,49.48,1237.0,100,0.15,27.0,0.0,Calcium: 24.1 g/kg,3.4,Yes,Imported directly,2022,10,2022-10,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.03571428571428571,0.0,1.4,31.57,41.4,Heavy_Insoluble_Filler,60.0,-10.52,-17.53,0,95000,9975.0,362.2,24.641935483870967,7.7612499999999995,80.09530000000001,Intermediate Zone,19.28,106425.6,0.1,Low_Risk,27.15,69.45,0.01,1.5,0.0,0.182,0.69
AGR-11287,LT24-1004,2024-05-08,Off-Season,Sabaragamuwa Province,Lankem Ceylon PLC,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,2.0,244.31,488.62,100,14.4,15.0,14.8,Sulfur: 1.03 % | Boron: 10.6 g/kg,1.4,Yes,,2024,5,2024-05,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03999999999999997,0.0,0.013333333333333286,0.0,5.33,92.0,Standard_Pure,235.0,9.31,3.96,0,10850,1790.25,730.2,26.961290322580645,6.96705,80.37505,Wet Zone,0.0,0.0,0.1,Normal,44.2,54.4,0.96,0.97,0.056,0.553,0.0
AGR-93866,AG24-7862,2024-06-02,Maha,North Central Province,Lankem Ceylon PLC,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,25.0,275.77,6894.25,100,14.3,14.7,14.94,Sulfur: 12.3 g/kg | Boron: 16.5 g/kg,2.2,Yes,Imported directly,2024,6,2024-06,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.04666666666666662,0.02000000000000005,0.004000000000000033,0.20000000000000018,11.07,81.8,Substandard_Blend,235.0,40.77,17.35,0,145000,25012.5,47.6,27.55,8.12585,80.71125,Dry Zone,6.04,33340.8,0.1,Low_Risk,43.94,53.86,0.97,0.96,0.103,0.628,0.55
AGR-10690,BT24-5650,2024-03-08,Maha,Central Province,Galle Agrochemical Stores,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,2.0,132.79,265.58,100,20.54,0.14,0.0,Sulfur: 17.6 g/100g,2.1,No,Sample from bulk storage,2024,3,2024-03,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.021904761904761944,0.0,0.0,0.6000000000000001,14.19,73.9,Substandard_Blend,120.0,12.79,10.66,1,48000,7488.0,42.1,26.032258064516128,7.235933333333333,80.68206666666667,Wet Zone,8.6,47472.0,0.6000000000000001,Medium_Risk,20.68,77.22,146.71,205.4,0.046,0.642,0.8
AGR-19323,CR24-5827,2024-08-28,Off-Season,Central Province,Jaffna Fertilizer Depot,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,3.5,72.63,254.2,100,0.0,0.0,0.0,Calcium: 0.88 % | Magnesium: 8.8 g/100g,3.7,Yes,,2024,8,2024-08,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.2000000000000002,24.0,54.4,Heavy_Insoluble_Filler,30.0,42.63,142.1,0,13300,4322.5,144.4,23.93870967741936,7.235933333333333,80.68206666666667,Wet Zone,15.0,82800.0,0.1,Normal,0.0,96.3,0.0,0.0,0.0,14.526,0.87
AGR-90084,MF23-5352C,2024-05-10,Maha,Central Province,Agromart Ltd,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,261.59,52318.0,100,15.5,14.3,14.4,Sulfur: 14.3 g/kg | Boron: 15.4 g/kg,3.9,Yes,Slight clumping observed,2024,5,2024-05,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03333333333333333,0.04666666666666662,0.03999999999999997,1.9,50.0,9.8,Moisture_Weight_Padding,235.0,26.59,11.31,0,48000,9360.0,357.6,25.364516129032257,7.235933333333333,80.68206666666667,Wet Zone,29.75,164220.0,0.6000000000000001,High_Risk,44.2,51.9,1.08,1.08,0.13,0.592,4.97
AGR-23814,AG23-6149,2024-07-20,Yala,Uva Province,Jaffna Fertilizer Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,25.0,51.11,1277.75,100,0.12,27.3,0.0,Calcium: 14.1 g/kg,3.6,Yes,,2024,7,2024-07,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.024999999999999974,0.0,1.6,34.5,35.4,Moisture_Weight_Padding,45.0,6.11,13.58,0,42000,5250.0,92.0,25.896774193548385,6.9331,81.20285000000001,Intermediate Zone,21.25,117300.0,0.1,Normal,27.42,68.97999999999999,0.0,1.2,0.0,0.186,0.82
AGR-98215,LT23-7912,2022-08-07,Maha,Eastern Province,CIC Agri Businesses,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,25.0,280.47,7011.75,100,15.1,14.4,15.0,Sulfur: 24.0 g/100g | Boron: 1.46 %,4.5,Yes,Slight clumping observed,2022,8,2022-08,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.006666666666666643,0.03999999999999997,0.0,2.5,54.67,0.0,Moisture_Weight_Padding,290.0,-9.53,-3.29,0,132000,21780.0,135.8,28.038709677419355,7.869866666666667,81.52076666666666,Dry Zone,33.58,185361.6,0.6000000000000001,High_Risk,44.5,51.0,1.05,1.01,0.03,0.63,7.01
AGR-16162,MF22-1157A,2022-12-23,Off-Season,Sabaragamuwa Province,Colombo Pesticide Warehouse,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,1003.0,115.0,115345.0,100,21.1,0.0,0.11,Sulfur: 20.6 g/100g,3.0,No,,2022,12,2022-12,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.00476190476190483,0.0,0.0,1.5,30.48,42.3,Heavy_Insoluble_Filler,160.0,-45.0,-28.12,0,10850,1432.2,238.5,24.716129032258067,6.96705,80.37505,Wet Zone,18.99,104824.8,0.1,Normal,21.21,75.78999999999999,211.0,191.82,0.014,0.542,1.72
AGR-92352,BT24-9259C,2022-02-15,Off-Season,Western Province,Jaffna Fertilizer Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,48.05,48.05,100,0.03,26.82,0.24,Calcium: 2.68 %,0.4,Yes,Expired stock — discounted,2022,2,2022-02,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.042142857142857135,0.0,0.0,4.21,93.7,Standard_Pure,60.0,-11.95,-19.92,0,6650,631.75,50.6,26.525,6.8655,79.9386,Wet Zone,0.0,0.0,0.8,High_Risk,27.09,72.51,0.0,0.12,0.0,0.177,0.0
AGR-71470,AG23-8173B,2023-07-03,Maha,Northern Province,Hayleys Agriculture Holdings,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,3.0,161.39,484.17,100,0.0,46.9,0.0,Calcium: 9.1 g/100g,4.2,Yes,Sample from bulk storage,2023,7,2023-07,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.019565217391304318,0.0,1.2000000000000002,25.96,51.5,Heavy_Insoluble_Filler,160.0,1.39,0.87,0,72000,4158.0,44.9,28.98064516129032,9.20826,80.32364,Dry Zone,15.98,88209.6,0.6000000000000001,Medium_Risk,46.9,48.9,0.0,0.0,0.0,0.344,1.94
AGR-34762,MF24-5452A,2024-04-26,Yala,North Western Province,Galle Agrochemical Stores,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,229.41,229.41,100,0.08,0.2,57.0,Chlorine: 11.7 g/kg,3.9,Yes,Opened bag — partial quantity,2024,4,2024-04,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.05,1.9,43.0,20.3,Moisture_Weight_Padding,175.0,54.41,31.09,0,62000,3906.0,127.9,28.416666666666668,7.7612499999999995,80.09530000000001,Intermediate Zone,26.25,144900.0,0.8,High_Risk,57.28,38.82,0.4,0.0,0.0,0.401,4.36
AGR-85741,AG23-8921A,2023-10-12,Off-Season,Eastern Province,Anuradhapura Agro Mart,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,1.0,18.58,18.58,100,1.58,1.02,1.4,Organic Carbon: 9.6 g/100g | Humus: 15.8 g/kg,2.1,Yes,,2023,10,2023-10,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.05333333333333338,0.020000000000000018,0.16666666666666663,0.0,24.0,64.0,Substandard_Blend,40.0,-21.42,-53.55,0,28699,31568.9,470.0,26.41935483870968,7.869866666666667,81.52076666666666,Dry Zone,12.0,66240.0,0.1,Normal,4.0,93.9,1.55,1.13,0.112,0.464,0.0
AGR-48566,LT23-8341A,2022-11-09,Maha,Sabaragamuwa Province,Agromart Ltd,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1000.0,31.4,31400.0,100,0.0,26.7,0.08,Calcium: 2.55 %,2.0,Yes,,2022,11,2022-11,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.04642857142857145,0.0,0.0,4.64,93.0,Standard_Pure,60.0,-28.6,-47.67,0,42000,4620.0,304.5,24.923333333333336,6.96705,80.37505,Wet Zone,0.0,0.0,0.1,Normal,26.779999999999998,71.22,0.0,0.0,0.0,0.117,0.0
AGR-93589,AG24-6812,2022-10-24,Maha,North Central Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1001.0,39.03,39069.03,100,0.0,27.7,0.0,Calcium: 23.9 g/100g,2.2,Yes,Retest recommended,2022,10,2022-10,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.01071428571428574,0.0,0.20000000000000018,5.07,90.8,Standard_Pure,60.0,-20.97,-34.95,0,145000,16675.0,254.5,25.783870967741933,8.12585,80.71125,Dry Zone,0.0,0.0,0.6000000000000001,High_Risk,27.7,70.1,0.0,0.0,0.0,0.141,0.08
AGR-17241,CR23-8343C,2024-07-22,Yala,Sabaragamuwa Province,Jaffna Fertilizer Depot,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,103.0,52.53,5410.59,100,0.0,0.0,0.19,Calcium: 0.67 % | Magnesium: 13.6 g/100g,3.9,Yes,,2024,7,2024-07,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.4,28.0,46.8,Heavy_Insoluble_Filler,30.0,22.53,75.1,0,31000,8525.0,369.5,26.4,6.96705,80.37505,Wet Zone,17.5,96600.0,0.1,Normal,0.19,95.91,0.0,0.0,0.0,10.506,0.74
AGR-76399,BT22-2460B,2024-11-09,Yala,Western Province,Pettah Agro Traders,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,200.0,58.94,11788.0,100,0.0,0.0,0.0,Calcium: 13.8 g/100g | Magnesium: 16.9 g/100g,2.4,No,,2024,11,2024-11,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Substandard_Blend,30.0,28.94,96.47,1,19000,4512.5,354.2,25.77,6.8655,79.9386,Wet Zone,2.0,11040.0,0.1,Normal,0.0,97.6,0.0,0.0,0.0,11.788,0.0
AGR-19382,LT22-7164B,2024-04-03,Yala,Uva Province,Browns Agricultural Products,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,5.0,118.71,593.55,100,45.2,0.0,0.0,Not Detected,4.2,Yes,Slight clumping observed,2024,4,2024-04,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.017391304347826025,0.0,0.0,2.7,55.74,0.0,Moisture_Weight_Padding,105.0,13.71,13.06,0,42000,11812.5,124.8,24.923333333333336,6.9331,81.20285000000001,Intermediate Zone,34.62,191102.4,0.6000000000000001,High_Risk,45.2,50.599999999999994,452.0,452.0,0.073,0.263,3.21
AGR-93127,CR23-4183A,2022-09-24,Off-Season,Northern Province,Lankem Ceylon PLC,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,1000.0,138.83,138830.0,100,20.6,0.03,0.0,Sulfur: 2.7 %,3.8,Yes,Expired stock — discounted,2022,9,2022-09,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.01904761904761898,0.0,0.0,2.3,47.9,9.8,Moisture_Weight_Padding,160.0,-21.17,-13.23,0,12250,1543.5,64.60000000000001,27.55333333333333,9.20826,80.32364,Dry Zone,29.7,163944.0,0.8,High_Risk,20.630000000000003,75.57,206.0,206.0,0.072,0.673,3.19
AGR-87633,LT22-6509C,2023-04-13,Yala,Southern Province,Anuradhapura Agro Mart,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,3.0,205.0,615.0,100,0.0,0.0,61.61,Chlorine: 8.0 g/100g,3.7,Yes,Imported directly,2023,4,2023-04,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.026833333333333324,1.7000000000000002,36.68,31.4,Moisture_Weight_Padding,195.0,10.0,5.13,0,44000,2640.0,127.1,26.876666666666665,6.050433333333333,80.6324,Dry Zone,22.59,124696.8,0.1,Low_Risk,61.61,34.69,0.0,0.0,0.0,0.333,3.49
AGR-22561,BT23-3807,2023-09-05,Yala,Western Province,Agromart Ltd,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,50.0,57.18,2859.0,100,0.0,26.8,0.14,Calcium: 1.38 %,1.8,Yes,,2023,9,2023-09,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.04285714285714283,0.0,0.0,4.29,93.6,Standard_Pure,50.0,7.18,14.36,0,19000,1805.0,554.6,25.99333333333333,6.8655,79.9386,Wet Zone,0.0,0.0,0.1,Normal,26.94,71.25999999999999,0.0,0.0,0.0,0.212,0.0
AGR-68759,BT23-8926C,2023-01-16,Maha,Sabaragamuwa Province,Kandy Farm Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,25.0,318.71,7967.75,100,11.7,12.4,18.0,Magnesium: 13.5 g/100g | Boron: 27.2 g/100g,1.1,Yes,Sample from bulk storage,2023,1,2023-01,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.02500000000000006,0.03333333333333336,0.058823529411764705,0.0,11.72,82.4,Substandard_Blend,275.0,43.71,15.89,0,42000,7392.0,92.9,24.53548387096774,6.96705,80.37505,Wet Zone,5.86,32347.2,0.6000000000000001,Medium_Risk,42.1,56.8,0.94,0.65,0.028,0.757,0.0
AGR-29957,MF22-9871C,2022-01-27,Maha,Western Province,Kurunegala Agri Centre,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,100.5,75.0,7537.5,100,0.0,0.0,0.0,Calcium: 6.3 g/100g | Magnesium: 20.7 g/kg,2.3,Yes,Sample from bulk storage,2022,1,2022-01,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,45.0,30.0,66.67,0,28000,6650.0,74.7,26.070967741935487,6.8655,79.9386,Wet Zone,0.0,0.0,0.6000000000000001,Medium_Risk,0.0,97.7,0.0,0.0,0.0,15.0,0.0
AGR-13929,LT22-8801A,2022-11-16,Maha,North Central Province,Abans Agri Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,2.0,20.93,41.86,100,1.4,1.0,1.5,Organic Carbon: 20.3 g/kg | Humus: 27.2 g/kg,1.9,Yes,Local production batch,2022,11,2022-11,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.06666666666666672,0.0,0.25000000000000006,0.0,31.67,52.5,Heavy_Insoluble_Filler,50.0,-29.07,-58.14,0,145000,166750.0,194.9,25.01,8.12585,80.71125,Dry Zone,15.84,87436.8,0.4,Medium_Risk,3.9,94.2,1.4,0.93,0.127,0.537,0.0
AGR-16468,MF22-9439C,2023-11-12,Off-Season,Eastern Province,CIC Agri Businesses,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,202.0,253.11,51128.22,100,14.6,15.1,14.5,Sulfur: 13.3 g/100g | Boron: 27.4 g/100g,3.7,Yes,,2023,11,2023-11,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.02666666666666669,0.006666666666666643,0.03333333333333333,1.7000000000000002,40.67,25.4,Moisture_Weight_Padding,255.0,-1.89,-0.74,0,28699,4735.34,477.9,26.023333333333333,7.869866666666667,81.52076666666666,Dry Zone,24.58,135681.6,0.1,Normal,44.2,52.099999999999994,0.97,1.01,0.099,0.573,4.3
AGR-50478,LT23-9404A,2024-03-25,Maha,Northern Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,6.0,170.0,1020.0,100,0.21,46.4,0.0,Calcium: 1.54 %,2.8,No,Sample from bulk storage,2024,3,2024-03,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.008695652173913012,0.0,0.0,0.87,98.7,Substandard_Blend,145.0,25.0,17.24,1,72000,4158.0,3.6,28.82258064516129,9.20826,80.32364,Dry Zone,2.0,11040.0,0.6000000000000001,Medium_Risk,46.61,50.59,0.0,2.1,0.0,0.365,0.0
AGR-38232,LT24-3137B,2023-03-03,Yala,Eastern Province,Abans Agri Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,2.0,288.34,576.68,100,12.23,12.3,16.2,Magnesium: 18.2 g/kg | Boron: 2.19 %,3.5,Yes,,2023,3,2023-03,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.019166666666666703,0.02500000000000006,0.047058823529411806,1.5,39.12,29.3,Heavy_Insoluble_Filler,275.0,13.34,4.85,0,82000,14432.0,92.8,26.80322580645161,7.869866666666667,81.52076666666666,Dry Zone,23.31,128671.2,0.1,Normal,40.730000000000004,55.769999999999996,0.99,0.75,0.067,0.708,4.33
AGR-25069,AG22-7560A,2024-10-21,Maha,Eastern Province,Browns Agricultural Products,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,5.0,23.29,116.45,100,1.6,1.1,1.4,Organic Carbon: 0.75 % | Humus: 20.5 g/100g,0.8,No,Opened bag — partial quantity,2024,10,2024-10,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.06666666666666672,0.10000000000000009,0.16666666666666663,0.0,33.33,50.0,Heavy_Insoluble_Filler,35.0,-11.71,-33.46,0,132000,145200.0,318.1,26.95483870967742,7.869866666666667,81.52076666666666,Dry Zone,16.66,91963.2,0.8,High_Risk,4.1,95.1,1.45,1.14,0.053,0.568,0.0
AGR-61455,AG22-7578C,2023-10-17,Maha,Southern Province,Hayleys Agriculture Holdings,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,50.0,135.0,6750.0,100,20.9,0.2,0.0,Sulfur: 0.93 %,2.7,Yes,,2023,10,2023-10,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.00476190476190483,0.0,0.0,1.2000000000000002,24.48,53.7,Heavy_Insoluble_Filler,135.0,0.0,0.0,0,68000,8160.0,480.5,25.467741935483872,6.050433333333333,80.6324,Dry Zone,15.24,84124.8,0.1,Normal,21.099999999999998,76.2,104.5,209.0,0.013,0.64,1.62
AGR-33327,MF23-2854,2024-05-07,Maha,North Central Province,Hayleys Agriculture Holdings,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1003.0,110.62,110951.86,100,45.89,0.0,0.08,Not Detected,0.7,Yes,,2024,5,2024-05,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.0023913043478260747,0.0,0.0,0.0,0.24,99.6,Standard_Pure,105.0,5.62,5.35,0,145000,37518.75,280.0,27.916129032258063,8.12585,80.71125,Dry Zone,0.0,0.0,0.1,Normal,45.97,53.33,458.9,458.9,0.002,0.241,0.0
AGR-99032,CR24-2281A,2023-05-14,Yala,North Western Province,Galle Agrochemical Stores,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,5.0,120.0,600.0,100,21.13,0.0,0.0,Sulfur: 21.3 g/kg,3.8,Yes,Retest recommended,2023,5,2023-05,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.006190476190476143,0.0,0.0,2.3,46.62,11.7,Moisture_Weight_Padding,135.0,-15.0,-11.11,0,62000,7812.0,170.4,26.635483870967743,7.7612499999999995,80.09530000000001,Intermediate Zone,29.06,160411.2,0.6000000000000001,High_Risk,21.13,75.07,211.3,211.3,0.024,0.568,2.76
AGR-52130,MF22-3287C,2023-02-07,Maha,North Central Province,Jaffna Fertilizer Depot,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,1.5,135.0,202.5,100,21.2,0.0,0.0,Sulfur: 19.2 g/100g,3.8,No,Sample from bulk storage,2023,2,2023-02,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.00952380952380949,0.0,0.0,2.3,46.95,11.2,Moisture_Weight_Padding,135.0,0.0,0.0,1,145000,20010.0,120.4,24.87857142857143,8.12585,80.71125,Dry Zone,29.22,161294.4,0.6000000000000001,Medium_Risk,21.2,75.0,212.0,212.0,0.036,0.637,3.1
AGR-28446,LT23-6346A,2023-04-16,Yala,Southern Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,1.0,110.0,110.0,100,20.2,0.13,0.0,Sulfur: 2.58 %,3.9,Yes,Opened bag — partial quantity,2023,4,2023-04,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.038095238095238126,0.0,0.0,2.4,51.81,3.1,Moisture_Weight_Padding,135.0,-25.0,-18.52,0,44000,5280.0,127.1,26.876666666666665,6.050433333333333,80.6324,Dry Zone,31.9,176088.0,0.8,High_Risk,20.33,75.77000000000001,155.38,202.0,0.149,0.541,2.64
AGR-78155,CR22-8844C,2022-08-08,Off-Season,Eastern Province,Jaffna Fertilizer Depot,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,5.0,49.62,248.1,100,0.0,0.0,0.0,Calcium: 20.0 g/100g | Magnesium: 14.8 g/kg,3.2,Yes,Expired stock — discounted,2022,8,2022-08,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.7000000000000002,14.0,73.4,Substandard_Blend,45.0,4.62,10.27,0,28699,7892.23,135.8,28.038709677419355,7.869866666666667,81.52076666666666,Dry Zone,8.75,48300.0,0.8,High_Risk,0.0,96.8,0.0,0.0,0.0,9.924,0.35
