Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes
AGR-81066,LT23-3434,2023-08-01,Off-Season,Sabaragamuwa Province,Pettah Agro Traders,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,5.0,185.44,927.2,100,0.0,46.1,0.0,Calcium: 0.68 %,2.7,No,
AGR-56022,LT22-5069A,2024-05-23,Off-Season,Western Province,Colombo Pesticide Warehouse,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,203.0,265.61,53918.83,100,14.82,14.41,15.0,Sulfur: 22.9 g/kg | Boron: 1.02 %,2.4,Yes,Expired stock — discounted
AGR-95764,BT22-9120B,2022-11-22,Off-Season,North Western Province,Anuradhapura Agro Mart,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,265.57,53114.0,100,14.4,14.7,14.7,Sulfur: 25.5 g/kg | Boron: 9.7 g/kg,4.0,Yes,Retest recommended
AGR-78065,AG23-7620B,2023-09-17,Off-Season,Southern Province,Galle Agrochemical Stores,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,25.0,280.0,7000.0,100,14.8,15.6,15.2,Sulfur: 22.7 g/kg | Boron: 7.5 g/kg,0.6,Yes,
AGR-24900,CR23-2568B,2024-07-27,Maha,Uva Province,Colombo Pesticide Warehouse,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,45.37,45.37,100,0.0,27.0,0.1,Calcium: 17.6 g/kg,2.9,Yes,
AGR-46360,CR23-1562,2022-11-07,Maha,Sabaragamuwa Province,Hayleys Agriculture Holdings,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,50.0,260.0,13000.0,100,15.1,14.4,15.1,Sulfur: 21.3 g/100g | Boron: 16.6 g/100g,0.8,Yes,
AGR-28812,MF23-4507C,2024-03-04,Off-Season,Eastern Province,Lankem Ceylon PLC,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,5.0,120.0,600.0,100,45.5,0.07,0.0,Not Detected,3.1,No,Local production batch
AGR-59863,CR23-6450,2024-02-17,Yala,Sabaragamuwa Province,Lankem Ceylon PLC,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,7.0,290.0,2030.0,100,11.7,11.5,16.8,Magnesium: 1.27 % | Boron: 2.47 %,2.4,Yes,Imported directly
AGR-21097,CR22-6624,2024-02-14,Maha,Uva Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,500.0,139.17,69585.0,100,21.6,0.0,0.23,Sulfur: 15.2 g/100g,4.3,Yes,Imported directly
AGR-84726,CR22-6859B,2024-02-23,Yala,Uva Province,Matara Farm Solutions,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,1000.0,146.53,146530.0,100,21.3,0.0,0.0,Sulfur: 12.3 g/100g,1.6,Yes,Local production batch
AGR-53949,CR23-2243B,2024-11-18,Maha,Central Province,Agromart Ltd,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,1001.5,198.4,198697.6,100,0.08,46.5,0.0,Calcium: 14.3 g/kg,3.3,Yes,Opened bag — partial quantity
AGR-11077,BT23-2753,2022-02-08,Maha,Eastern Province,Lankem Ceylon PLC,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,100.0,59.53,5953.0,100,0.14,0.06,0.22,Calcium: 23.7 g/kg | Magnesium: 18.9 g/100g,4.1,Yes,Expired stock — discounted
AGR-72260,MF24-5684,2024-10-04,Maha,Sabaragamuwa Province,Abans Agri Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,50.5,192.8,9736.4,100,0.0,45.9,0.0,Calcium: 1.03 %,1.2,Yes,
AGR-21868,BT24-8533A,2023-04-05,Yala,Eastern Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,10.5,95.0,997.5,100,45.3,0.0,0.0,Not Detected,2.9,Yes,Imported directly
AGR-30630,BT24-1918,2023-11-26,Maha,Uva Province,Matara Farm Solutions,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,4.0,275.0,1100.0,100,12.3,12.2,16.89,Magnesium: 11.7 g/kg | Boron: 22.9 g/100g,0.8,Yes,Sample from bulk storage
AGR-17752,LT22-7241B,2022-03-24,Off-Season,Western Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,98.0,172.11,16866.78,100,0.18,46.4,0.0,Calcium: 2.3 %,3.2,Yes,Slight clumping observed
AGR-37009,CR22-3180B,2023-02-21,Yala,Southern Province,Anuradhapura Agro Mart,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,1.0,49.85,49.85,100,0.08,0.0,0.0,Calcium: 23.7 g/100g | Magnesium: 7.6 g/kg,2.2,Yes,Local production batch
AGR-83723,LT24-4331A,2023-10-20,Off-Season,Uva Province,Galle Agrochemical Stores,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,8.0,50.0,400.0,100,0.0,28.42,0.0,Calcium: 1.25 %,3.4,Yes,Retest recommended
AGR-42127,MF24-3534,2024-12-03,Off-Season,Uva Province,Colombo Pesticide Warehouse,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,501.0,120.13,60185.13,100,47.0,0.0,0.0,Not Detected,3.9,Yes,
AGR-76272,LT24-7214C,2023-08-18,Yala,North Western Province,CIC Agri Businesses,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,102.0,180.0,18360.0,100,0.0,45.2,0.08,Calcium: 26.3 g/100g,0.7,Yes,Expired stock — discounted
AGR-43873,MF23-2085B,2023-04-07,Maha,Eastern Province,Kurunegala Agri Centre,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,102.0,285.0,29070.0,100,11.41,11.5,17.0,Magnesium: 16.8 g/100g | Boron: 16.4 g/100g,3.2,Yes,
AGR-70032,MF23-9540A,2023-06-09,Off-Season,Sabaragamuwa Province,Kandy Farm Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,200.0,60.0,12000.0,100,0.0,0.08,0.14,Calcium: 2.06 % | Magnesium: 1.43 %,3.0,Yes,Sample from bulk storage
AGR-39897,LT23-3104A,2022-02-01,Off-Season,Uva Province,Kurunegala Agri Centre,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,260.0,52000.0,100,15.0,15.5,15.0,Sulfur: 1.45 % | Boron: 0.85 %,1.5,No,Opened bag — partial quantity
AGR-19740,CR24-5593C,2022-06-22,Maha,Northern Province,Matara Farm Solutions,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,8.0,301.61,2412.88,100,12.1,12.1,17.48,Magnesium: 24.7 g/100g | Boron: 11.0 g/kg,1.6,Yes,
AGR-61896,CR22-8454B,2023-07-03,Off-Season,North Western Province,Colombo Pesticide Warehouse,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,210.0,210.0,100,0.05,0.0,59.2,Chlorine: 14.5 g/kg,1.7,Yes,
AGR-82442,MF24-8433,2024-07-12,Maha,Sabaragamuwa Province,Galle Agrochemical Stores,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,25.0,316.74,7918.5,100,12.0,12.3,16.46,Magnesium: 1.53 % | Boron: 19.1 g/100g,4.4,Yes,
AGR-60720,BT22-8081A,2023-08-09,Maha,Sabaragamuwa Province,Anuradhapura Agro Mart,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,8.0,173.66,1389.28,100,0.0,0.0,61.4,Chlorine: 8.6 g/100g,2.0,Yes,Retest recommended
AGR-18139,LT23-1403,2023-11-02,Maha,Eastern Province,Eastern Agrochem Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,100.0,260.0,26000.0,100,11.7,11.7,16.5,Magnesium: 19.5 g/kg | Boron: 2.79 %,3.4,Yes,
AGR-27511,CR23-2927C,2023-06-07,Off-Season,North Western Province,Jaffna Fertilizer Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,500.0,226.86,113430.0,100,0.0,0.0,58.51,Chlorine: 21.0 g/100g,0.7,Yes,Expired stock — discounted
AGR-44358,MF23-9602A,2024-08-17,Yala,Central Province,Anuradhapura Agro Mart,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,10.0,250.0,2500.0,100,11.8,12.5,16.86,Magnesium: 1.15 % | Boron: 2.41 %,4.1,Yes,Retest recommended
AGR-85488,AG23-3891B,2023-12-15,Maha,Eastern Province,Matara Farm Solutions,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,5.0,125.0,625.0,100,21.6,0.0,0.14,Sulfur: 12.9 g/100g,1.1,Yes,
AGR-45084,AG22-1071,2023-05-01,Off-Season,North Central Province,Pettah Agro Traders,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,3.5,60.0,210.0,100,0.1,27.69,0.0,Calcium: 21.0 g/kg,4.1,Yes,Imported directly
AGR-83921,CR24-5872A,2022-01-10,Maha,Sabaragamuwa Province,Browns Agricultural Products,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,25.0,185.29,4632.25,100,0.0,46.0,0.0,Calcium: 1.15 %,1.1,Yes,Expired stock — discounted
AGR-99703,AG23-1317,2024-04-02,Maha,Sabaragamuwa Province,Anuradhapura Agro Mart,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1000.0,192.16,192160.0,100,0.0,0.0,58.0,Chlorine: 2.47 %,3.2,Yes,Local production batch
AGR-68680,CR24-5786C,2024-12-17,Off-Season,North Central Province,Jaffna Fertilizer Depot,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1000.0,100.0,100000.0,100,45.2,0.0,0.0,Not Detected,1.8,Yes,Expired stock — discounted
AGR-84676,MF24-9763B,2023-09-04,Maha,North Western Province,Lankem Ceylon PLC,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1000.5,297.68,297828.84,100,11.6,11.5,16.59,Magnesium: 17.2 g/kg | Boron: 14.0 g/100g,1.4,Yes,Slight clumping observed
AGR-97049,AG22-8225C,2022-05-21,Yala,Northern Province,Kandy Farm Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1000.0,220.0,220000.0,100,0.0,0.0,62.1,Chlorine: 25.9 g/kg,2.4,Yes,Imported directly
AGR-83186,CR23-3371A,2023-12-05,Maha,Eastern Province,Eastern Agrochem Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,25.0,210.0,5250.0,100,0.0,0.0,62.4,Chlorine: 23.7 g/100g,2.0,Yes,Expired stock — discounted
AGR-22091,BT22-3110A,2024-02-12,Maha,North Western Province,CIC Agri Businesses,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,201.5,140.65,28340.98,100,21.8,0.0,0.0,Sulfur: 24.7 g/kg,2.7,No,Slight clumping observed
AGR-67229,LT23-9140C,2024-10-25,Off-Season,Northern Province,Kandy Farm Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,200.0,160.0,32000.0,100,0.0,0.0,58.43,Chlorine: 16.4 g/100g,3.4,No,Opened bag — partial quantity
AGR-64968,CR22-7969B,2022-01-24,Yala,Northern Province,Browns Agricultural Products,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,3.0,269.43,808.29,100,15.0,15.1,14.7,Sulfur: 1.61 % | Boron: 24.3 g/100g,1.3,Yes,
AGR-98056,BT22-6898A,2023-01-26,Off-Season,Northern Province,Abans Agri Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,202.0,140.0,28280.0,100,0.14,46.32,0.0,Calcium: 1.71 %,2.0,Yes,Imported directly
AGR-35802,CR23-5256B,2023-11-07,Yala,Uva Province,Hayleys Agriculture Holdings,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,1000.0,37.71,37710.0,100,1.3,1.0,1.6,Organic Carbon: 0.94 % | Humus: 2.52 %,3.8,No,
AGR-17800,AG23-6428A,2024-10-23,Off-Season,Southern Province,Pettah Agro Traders,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1000.0,55.0,55000.0,100,0.0,26.6,0.0,Calcium: 20.4 g/100g,1.7,Yes,
AGR-20143,AG24-2482B,2022-06-23,Off-Season,Central Province,Matara Farm Solutions,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,1.0,24.35,24.35,100,1.3,0.9,1.3,Organic Carbon: 12.6 g/100g | Humus: 1.94 %,0.5,Yes,
AGR-35371,CR24-2568A,2024-05-04,Maha,Sabaragamuwa Province,Galle Agrochemical Stores,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,50.0,115.64,5782.0,100,20.21,0.0,0.0,Sulfur: 2.55 %,3.1,No,Retest recommended
AGR-55540,BT22-2416A,2024-07-30,Maha,Western Province,Anuradhapura Agro Mart,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,5.0,27.23,136.15,100,1.3,1.0,1.5,Organic Carbon: 2.45 % | Humus: 15.4 g/100g,2.8,No,Retest recommended
AGR-71199,LT23-2710A,2022-06-15,Yala,Western Province,CIC Agri Businesses,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,2.5,315.0,787.5,100,12.0,11.83,16.4,Magnesium: 2.09 % | Boron: 12.1 g/kg,2.8,Yes,
AGR-79124,AG22-3061C,2024-03-28,Off-Season,Western Province,Kandy Farm Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1000.0,195.0,195000.0,100,0.0,0.15,60.9,Chlorine: 18.7 g/kg,1.7,Yes,Expired stock — discounted
AGR-13363,CR23-8159,2023-08-30,Yala,Sabaragamuwa Province,Kurunegala Agri Centre,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,50.0,100.16,5008.0,100,45.6,0.04,0.0,Not Detected,1.6,No,
AGR-21276,CR23-3475A,2023-12-30,Yala,North Central Province,Matara Farm Solutions,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,25.0,160.0,4000.0,100,0.13,0.0,62.3,Chlorine: 2.18 %,3.1,Yes,Imported directly
AGR-86832,BT24-5456,2022-06-22,Yala,Northern Province,Agromart Ltd,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,501.0,45.33,22710.33,100,0.0,0.0,0.0,Calcium: 7.7 g/kg | Magnesium: 15.2 g/kg,1.4,Yes,
AGR-11713,CR22-9037A,2024-05-08,Off-Season,Eastern Province,Kandy Farm Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,25.0,178.56,4464.0,100,0.0,45.2,0.0,Calcium: 0.62 %,3.7,No,
AGR-89842,CR24-3738,2024-07-18,Maha,Eastern Province,Abans Agri Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,200.0,147.49,29498.0,100,0.0,45.2,0.0,Calcium: 13.6 g/kg,2.5,Yes,Imported directly
AGR-11800,MF23-2190A,2024-04-14,Yala,Sabaragamuwa Province,Browns Agricultural Products,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,199.0,185.17,36848.83,100,0.15,46.0,0.08,Calcium: 1.68 %,0.4,No,
AGR-99333,CR23-6915B,2023-11-06,Yala,Central Province,Matara Farm Solutions,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,200.0,210.0,42000.0,100,0.0,0.0,59.02,Chlorine: 2.23 %,1.2,No,Imported directly
AGR-69801,MF24-2994C,2024-11-20,Off-Season,Central Province,Abans Agri Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,50.0,45.0,2250.0,100,0.0,0.0,0.0,Calcium: 12.2 g/kg | Magnesium: 19.9 g/100g,1.7,Yes,Opened bag — partial quantity
AGR-42307,BT22-6825C,2024-11-06,Yala,Sabaragamuwa Province,Kandy Farm Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1.0,262.31,262.31,100,12.3,11.9,16.8,Magnesium: 18.0 g/100g | Boron: 1.14 %,3.2,Yes,Slight clumping observed
AGR-58553,LT24-1237A,2023-02-06,Maha,North Western Province,Anuradhapura Agro Mart,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,2.0,284.83,569.66,100,15.4,14.84,14.9,Sulfur: 1.0 % | Boron: 24.5 g/100g,3.7,Yes,Imported directly
AGR-36490,LT24-5376A,2022-03-02,Maha,Uva Province,Abans Agri Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,1.0,25.0,25.0,100,1.0,0.94,1.3,Organic Carbon: 18.1 g/kg | Humus: 2.06 %,3.7,Yes,
AGR-34256,MF22-1478C,2022-04-19,Off-Season,North Western Province,Colombo Pesticide Warehouse,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1001.0,267.75,268017.75,100,14.9,14.7,14.3,Sulfur: 23.1 g/100g | Boron: 10.2 g/kg,2.6,Yes,
AGR-67778,BT24-1780C,2024-02-27,Maha,North Western Province,Browns Agricultural Products,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,500.0,270.0,135000.0,100,12.4,11.49,16.59,Magnesium: 20.1 g/kg | Boron: 8.2 g/100g,4.4,Yes,Opened bag — partial quantity
AGR-65547,MF23-9356C,2022-09-17,Yala,Central Province,Colombo Pesticide Warehouse,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,200.0,220.56,44112.0,100,0.0,0.0,59.1,Chlorine: 1.58 %,2.0,Yes,Local production batch
AGR-39594,LT23-4598B,2022-07-28,Yala,Eastern Province,Eastern Agrochem Depot,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1001.5,112.93,113099.4,100,46.8,0.0,0.16,Not Detected,1.8,No,Imported directly
AGR-59624,AG24-3357,2022-03-08,Off-Season,Eastern Province,Eastern Agrochem Depot,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,50.0,112.98,5649.0,100,21.0,0.0,0.0,Sulfur: 25.7 g/100g,4.0,No,Slight clumping observed
AGR-92290,MF23-7635A,2023-07-02,Off-Season,Eastern Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1.0,124.79,124.79,100,46.7,0.12,0.0,Not Detected,0.4,Yes,Expired stock — discounted
AGR-74408,LT24-2298A,2024-03-08,Yala,Western Province,Pettah Agro Traders,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,2.0,230.6,461.2,100,15.3,15.6,15.5,Sulfur: 0.8 % | Boron: 2.76 %,2.2,Yes,
AGR-93110,MF22-2924B,2024-04-18,Yala,Central Province,Agromart Ltd,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,25.0,124.28,3107.0,100,46.2,0.0,0.0,Not Detected,0.9,Yes,Sample from bulk storage
AGR-39301,CR23-3146A,2023-06-27,Yala,North Western Province,Galle Agrochemical Stores,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,53.0,274.05,14524.65,100,11.4,11.5,16.5,Magnesium: 1.9 % | Boron: 13.8 g/100g,1.7,Yes,
AGR-83282,LT23-4736B,2024-08-25,Off-Season,Central Province,Jaffna Fertilizer Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,5.0,218.24,1091.2,100,0.25,0.0,62.2,Chlorine: 20.7 g/100g,2.6,Yes,Expired stock — discounted
AGR-74191,CR23-6812C,2024-07-01,Maha,North Western Province,Eastern Agrochem Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1003.0,198.05,198644.15,100,0.07,0.0,59.3,Chlorine: 25.4 g/kg,0.5,Yes,Expired stock — discounted
AGR-24088,MF22-4329A,2022-07-16,Off-Season,Central Province,Agromart Ltd,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,201.0,185.0,37185.0,100,0.0,46.3,0.06,Calcium: 1.84 %,1.2,Yes,Slight clumping observed
AGR-45321,MF24-3570B,2022-02-07,Yala,Northern Province,Pettah Agro Traders,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,202.0,155.0,31310.0,100,0.0,46.2,0.0,Calcium: 1.22 %,2.7,Yes,Slight clumping observed
AGR-90597,BT23-4023C,2022-11-15,Maha,Sabaragamuwa Province,Anuradhapura Agro Mart,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,1000.0,185.0,185000.0,100,0.0,45.8,0.0,Calcium: 2.03 %,2.2,Yes,Local production batch
AGR-18375,MF23-7959A,2024-11-07,Off-Season,Western Province,Anuradhapura Agro Mart,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,162.35,162.35,100,0.0,0.0,62.2,Chlorine: 13.0 g/100g,0.7,Yes,Sample from bulk storage
AGR-48235,CR24-4682B,2024-12-03,Maha,Southern Province,Anuradhapura Agro Mart,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,51.0,19.84,1011.84,100,1.6,1.0,1.5,Organic Carbon: 1.42 % | Humus: 23.4 g/kg,1.5,No,Sample from bulk storage
AGR-26253,AG24-5166,2022-12-01,Off-Season,Northern Province,Kandy Farm Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,2.0,115.0,230.0,100,21.0,0.21,0.13,Sulfur: 15.2 g/kg,3.5,Yes,
AGR-20267,AG23-8915B,2024-05-31,Maha,Central Province,Lankem Ceylon PLC,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,502.0,120.0,60240.0,100,45.87,0.0,0.21,Not Detected,1.9,Yes,Imported directly
AGR-32852,AG22-5485A,2024-07-22,Maha,Western Province,Kandy Farm Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1000.5,55.0,55027.5,100,0.0,29.0,0.0,Calcium: 18.3 g/kg,2.0,Yes,
AGR-77433,BT23-8060C,2024-04-08,Off-Season,North Central Province,Matara Farm Solutions,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,5.0,289.92,1449.6,100,14.7,15.1,14.7,Sulfur: 2.47 % | Boron: 13.0 g/100g,2.6,Yes,Slight clumping observed
AGR-83109,LT22-4161B,2022-08-20,Yala,Central Province,Colombo Pesticide Warehouse,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,1.5,56.42,84.63,100,0.0,0.0,0.0,Calcium: 1.81 % | Magnesium: 0.91 %,3.4,Yes,
AGR-13719,AG23-5047B,2023-08-16,Off-Season,Central Province,Jaffna Fertilizer Depot,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,25.0,34.74,868.5,100,1.4,0.87,1.0,Organic Carbon: 1.31 % | Humus: 21.8 g/kg,4.1,Yes,Sample from bulk storage
AGR-40709,CR24-1999A,2023-04-19,Maha,North Western Province,Pettah Agro Traders,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,199.0,75.0,14925.0,100,0.0,0.01,0.0,Calcium: 22.1 g/kg | Magnesium: 1.87 %,4.0,Yes,
AGR-89576,AG23-1270A,2024-07-08,Yala,North Central Province,Agromart Ltd,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,500.0,60.7,30350.0,100,0.0,0.06,0.08,Calcium: 26.3 g/100g | Magnesium: 12.1 g/100g,0.7,Yes,Slight clumping observed
AGR-35212,MF23-1632A,2022-07-23,Off-Season,Uva Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,200.0,30.88,6176.0,100,0.25,28.0,0.0,Calcium: 15.8 g/kg,3.5,Yes,
AGR-40124,LT22-6953,2024-12-10,Yala,Southern Province,Agromart Ltd,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,18.96,3792.0,100,1.5,1.1,1.3,Organic Carbon: 9.9 g/100g | Humus: 1.0 %,2.5,No,Retest recommended
AGR-44371,LT23-2387B,2024-02-08,Maha,North Central Province,Abans Agri Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1.0,312.36,312.36,100,12.4,11.4,16.5,Magnesium: 0.97 % | Boron: 18.7 g/100g,1.7,Yes,Imported directly
AGR-67511,CR24-9476,2022-07-24,Maha,Sabaragamuwa Province,Eastern Agrochem Depot,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,200.0,62.74,12548.0,100,0.0,0.0,0.21,Calcium: 0.65 % | Magnesium: 7.0 g/100g,1.4,No,
AGR-55900,MF24-1568,2023-06-14,Maha,North Western Province,Agromart Ltd,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,34.9,34.9,100,0.0,27.0,0.0,Calcium: 1.01 %,2.0,Yes,Imported directly
AGR-42644,MF24-8295A,2023-07-13,Off-Season,North Western Province,Jaffna Fertilizer Depot,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,10.0,260.62,2606.2,100,15.5,14.4,14.3,Sulfur: 25.0 g/100g | Boron: 1.16 %,1.8,Yes,
AGR-87948,AG24-2363B,2023-04-16,Maha,Western Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,4.0,145.0,580.0,100,0.0,45.5,0.0,Calcium: 1.58 %,3.7,Yes,
AGR-24418,LT24-6346,2022-04-25,Off-Season,North Western Province,Kandy Farm Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,10.0,115.0,1150.0,100,21.3,0.0,0.0,Sulfur: 16.0 g/kg,2.0,No,Imported directly
AGR-86127,CR24-2597A,2024-04-23,Maha,Northern Province,Kandy Farm Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,50.0,205.85,10292.5,100,0.0,0.0,58.6,Chlorine: 13.8 g/100g,1.4,Yes,Expired stock — discounted
AGR-49217,AG22-9491C,2023-10-18,Yala,Southern Province,Colombo Pesticide Warehouse,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,20.0,4000.0,100,1.45,1.0,1.3,Organic Carbon: 1.1 % | Humus: 1.35 %,4.0,Yes,
AGR-94857,CR24-2800,2024-10-14,Yala,Western Province,Pettah Agro Traders,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,2.0,181.74,363.48,100,0.09,46.8,0.0,Calcium: 1.91 %,1.2,No,
AGR-18194,BT22-4140A,2023-12-11,Maha,Western Province,Pettah Agro Traders,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,27.0,117.92,3183.84,100,45.4,0.0,0.1,Not Detected,1.2,Yes,Local production batch
